Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.Grunnbemanning totalt
991581189	Nlm Barnehagene AS Avd Lube Barnehage	10.5
985669864	Ormaskogen barnehage	17.4
990906955	Osa Gårdsbarnehage AS	15
974611104	Porsholen barnehage	17
973484656	Rabalder barnehage Da	10
974611015	Riska barnehage	10
979450133	Rissebærstraen barnehage	13
891521332	Røyrvik Gårdsbarnehage AS	13
993003352	Rådhusmarka barnehage	16
996908739	Sandtoppen Naturbarnehage AS	14
974611023	Sandved barnehage	14
993003301	Sandvedhaugen barnehage	41
983492673	Skaarlia barnehage Sa	12.2
983639534	Smeaheia barnehage	13
983093167	Soma Gård Naturbarnehage	4
974611031	Stangeland barnehage	14
980760618	Stangelandsforen barnehage	13
986119698	Strutsen Et Pedagogisk Barnesenter AS	32.3
973861905	Svanholmen Kanvas-Barnehage	18.4
992098899	Sviland Fus barnehage AS	11.8
913825721	Sørbø barnehage	39.1
975266842	Tripp Trapp Åpen barnehage	1.1
986434283	Trollhaugen Foreldrelagsbarnehage Sa	11.6
973857576	Trones barnehage	11
987850027	Utsikten Vest Fus barnehage AS	15
874611042	Varatun barnehage	46
974611058	Vatne barnehage	5.8
889484772	Vatnekrossen barnehage AS	20.5
984937253	Øygard barnehage	23
872285482	Brakamoen barnehage Sa	20.3
975308472	Leabøen barnehage	9.9
975308464	Rustå barnehage	9.9
975290980	Veslefrikk barnehage	15.3
973448730	Bø barnehage AS	11.7
981305469	Frøyland Gårdsbarnehage AS	13.2
975323501	Øyno Fus barnehage AS	10
995469332	Akasia Solahagen barnehage	13.5
991511105	Eikeberget barnehage	13
975182606	Ekofisk Junior barnehage	13
983023673	Eventyrberget Foreldrelagsbarnehage Sa	14.1
974584158	Grannes barnehage	11.5
973470086	Hammaren barnehage	11
974584131	Havnealleen barnehage	14
994519204	Høgeholen barnehage	11.2
987925396	Hålandsmarkå barnehage Sa	22.7
985956839	Jubelgjengen barnehage	0.2
974001292	Kornberget barnehage	23.9
917151644	Læringsverkstedet barnehage Avd Jåsund	22.1
974584174	Risnes barnehage	9
873512172	Rodamyr barnehage Sa	9.1
974584204	Røyneberg barnehage	13.9
974584069	Sande barnehage	11
988010898	Skadberg barnehage Sa	17.1
993072079	Skjalgstova barnehage	6
874584142	Snøde barnehage	14
973484087	Sola barnehage	11
974584212	Solstrålen barnehage	10
990739617	Stemvegen Fus barnehage AS	18.4
973152556	Studentsamskipnaden i Stavanger Sis barnehage	19
974584182	Sømme barnehage	13
974584077	Sørnes barnehage	12
987751894	Sørnes Åpen barnehage	0.2
973535765	Tananger Menighetsbarnehage	9.7
973459414	The Childrens House barnehage	39.9
974584190	Tjelta barnehage	10
999324657	Tjodmarka barnehage	26.3
979322399	Øygarden barnehage	7
974612224	Aubeberget barnehage Avdeling Malthaug	9
974612186	Aubeberget barnehage Avdeling Skredbakka	12
873864052	Auglend barnehage Tilrettelagt for Hørselshemmede	27
973864025	Austre Åmøy barnehage	4.7
972397733	Bamsebu barnehage Sa	13
974612402	Bamsefaret barnehage	13.5
974612194	Bamsefaret barnehage Avd Djupmyrå	9
974612267	Bamsefaret barnehage Avd Ulsberget	9
974798735	Barnas Hus barnehage	16
977010047	Barnehagen Himmelblå	6
973337211	Barnehagen Tasta	14
973863975	Barnehagen Tjensvoll Avdeling Tjensvoll	6.2
874612332	Barnehagen Tjensvoll Avdeling Tjensås	12
974612364	Barnehagene Haugtussa Krabat og Våland Avd Haugtussa	7
974187558	Barnehagene Haugtussa Krabat og Våland Avd Krabat	12
988988103	Barnehagene Haugtussa Krabat og Våland Avd Våland	6
975323471	Bekketunet barnehage	48
985774811	Biå Steinerbarnehage AS	9
974798719	Bjergsted barnehage	27.9
973513826	Boganes barnehage	15.9
974122081	Bokkaskogen-Kampen barnehage Avd Bokkaskogen	15
974735512	Bokkaskogen-Kampen barnehage Avd Kampen	9
993439495	Bråde barnehage	20.4
973485830	Byhaugen barnehage Sa	21
985140340	Børesvingen barnehage	19.4
995109735	Dansehagen Åpen barnehage AS	1.7
880506552	Dragaberget barnehage Sa	19
980498158	Dronningåsen barnehage	26.4
972217832	Dusavik barnehage Sa	12
990955131	Egenes Idrettsbarnehage AS	19
973383418	Emmaus barnehage	52.4
973513834	Espira Rødknappen AS	18.1
988230693	Espira Scala Hundvåg barnehage	17
988230707	Espira Scala Tasta barnehage	20.8
974509679	Forus Private barnehage AS	22.5
985487340	Forus Åpne barnehage	0.8
992593865	Frelsesarmeens Barnehager Avd Auglendsdalen	15.2
976036468	Frøystad barnehage Sa	15.8
986461078	Gauselbakken barnehage Sa	19.8
993918474	Gautesete barnehage	18.1
975816826	Geitastova barnehage	12
974612399	Gosen barnehage	12
989324977	Hakkebakkeskogen Private barnehage AS Avd Stokka	3
974798778	Hakkebakkeskogen Private barnehage AS Avd Tjensvoll	4
919643927	Hannes Lekestue AS Avd Madla	8.1
973463500	Hannes Lekestue AS Avd Tjensvoll	19.8
973863266	Havglimt barnehage	6.3
975325814	Havhesten barnehage	12
989427946	Heddeveien Fus barnehage AS	17.5
975315045	Hillevåg barnehage	30
974612445	Husebøstykket barnehage	12
973484494	Huskestua barnehage	12
987040858	Imi Åpen barnehage	0.8
880613502	Innføringsbarnehagen Johannes Læringssenter	9
975028798	International School Of Stavanger Avd Barnehage	8.8
996675262	Jåttå barnehage	51.4
986358501	Kanutten barnehage	1.3
993447137	Kløvereng barnehage Avdeling Storhaug	10
893447172	Kløvereng barnehage Avdeling Sunde	15
974612429	Kvaleberg barnehage	29.3
973863967	Kvaleberg barnehage Avdeling Vannassen	6
974612437	Kvernevik barnehage	7
974166186	Kvitodden barnehage	9.2
916658109	Lassa barnehage AS	16
994160214	Lassamyra barnehage	21.3
998547180	Lervig Brygge barnehage AS	21.7
986769641	Lilleputt Private Familiebarnehage Marianne Pettersen	2.2
973154710	Madlavoll barnehage	15.1
973863878	Mariamarka barnehage	12.7
972217840	Mariamarka barnehage Avd Soria Moria	9
995111527	Marihøna Private Familiebarnehage	1.1
975315053	Maurtua barnehage	11.8
973912186	Mjughaugskogen barnehage	17
974612259	Molkeholen barnehage	15
873504102	Muldvarpen barnehage Sa	16
974134985	Nlm Barnehagene AS Avd Fredheim Barnehage	13.6
974146460	Nlm Barnehagene AS Avd Misjonsbarnehagen Lasseliten	13.6
974156342	Nlm Barnehagene AS Avd Solheim Barnehage	9
973863339	Nymannsveien barnehage	11.4
988615889	Qmarkå Fus barnehage AS	17.5
974612208	Ramsvigskogen barnehage	13
974187566	Regnbuen Kanvas-Barnehage	12.7
974612275	Roaldsøy barnehage	9
974612348	Roaldsøy barnehage Avdeling Buøy	6
972179728	Rognebærhagen barnehage	13.5
974612216	Sandal barnehage	15
988988294	Sandal barnehage Avd. Hafrsfjord Åpen Barnehage	1
993439584	Sandvikveien barnehage	24.5
974612305	Satelitten barnehage	12
973863959	Skeie barnehage Avdeling Skeiehagen	13.5
973864033	Skeie barnehage Avdeling Torsahagen	6
874612162	Slåtthaug barnehage	13
974142740	Solborg barnehage	4
993439592	Solvang barnehage	18.2
995248247	Stavanger British Pre-School	17.4
974612178	Steinhagen barnehage	15
971554878	Stiftelsen Steinerbarnehagen Bukkene Bruse	12
974612372	Stokka barnehage	59.9
992695250	Stokka Åpen barnehage	0.2
974612321	Stokkatunet barnehage	13.2
985917981	Storhaug Åpen barnehage	1.5
974325543	Sunde barnehage	12
991299319	Sundelia barnehage	25.2
996675270	Sørmarka Arena barnehage	19
915691757	Tastarustå barnehage AS	20
973863576	Tastavarden barnehage Avdeling Gullfaks	15.7
974612356	Tastavarden barnehage Avdeling Smiene	6
975943232	Tommeliten barnehage Sa	17
995078422	Tordenskjold Private Familiebarneha	1.1
973863347	Triade barnehage Avdeling Smietunet	15
974612410	Triade barnehage Avdeling Veden	6
880541072	Trollberget barnehage	14.8
972726184	Tusenfryd barnehage AS	3.7
979198094	Tyrihans barnehage	12.3
974325489	Ulsnes barnehage Sa	17
973231782	Varden barnehage	11
974612240	Vassøy barnehage	7.8
973475517	Villrosen barnehage	4.5
974612550	Vågedalen barnehage	22.7
974612283	Vågen barnehage	15
973265059	Vålandshaugen barnehage	12
974612291	Ytre Tasta barnehage Avdeling Eskeland	14
974612380	Ytre Tasta barnehage Avdeling Vardeneset	6
973494783	Ørnestein Gårdsbarnehage AS	15
988231401	Barnas Kulturhage AS	30.8
915376770	Bekkevegen barnehage	16
984184743	Bikubå barnehage Sa	10.9
975321746	Eikehaugen barnehage	7
992833033	Espira Tau barnehage	19.8
975315509	Førland barnehage	17
975296016	Jørpeland barnehage	12
987445394	Læringsverkstedet barnehage Avd Fjeldebakkane	15.1
974156431	Nlm Barnehagene AS Avd Fjordsyn Barnehage	15.8
987055421	Rødlandsmyrå barnehage Sa	16.9
975300765	Jelsa Oppvekstsenter Avd barnehage	2.8
975308456	Kjølvikstølen barnehage	4.7
875308432	Nesflaten Oppvekstsenter Avd barnehage	2.4
975308448	Sand barnehage Avd Joagarden	9.6
875315722	Sand barnehage Avd Randåsen	9.8
975299228	Stølane barnehage	6.4
979352581	Vanvik Oppvekstsenter Avd Barnehage	1.7
975314634	Vinjar barnehage	13.9
975295966	Austbø barnehage	16
873893362	Barnehagen i Bryne Kyrkje	4
876671832	Brynelunden Opne barnehage	1.7
990821933	Eivindsholen Fus barnehage AS	19.7
989586696	Espira Ree barnehage	22
982162971	Haugland Gardsbarnehage	9.6
991037314	Jærbarnehagen Fus AS	19
993885339	Kvernaland barnehage	25.3
975308286	Lyefjell barnehage	8.9
972399434	Maurtuå barnehage	12.4
975323579	Monsanut barnehage	12.2
974156423	Nlm Barnehagene AS Avd Frøyland Barnehage	7.8
994944908	Nubben Familiebarnehage Da	2.8
975308294	Nyland barnehage	12.8
991174451	Skulegata barnehage AS	4.5
988370592	Sporvongane barnehage	3
987046635	Spødarbakken barnehage Sa	17.9
972154172	Trollongane barnehage	8.5
974185563	Undheim barnehage	14
998713528	Vestly Idrettsbarnehage	25
976671821	Ådalen barnehage	12.8
873158352	Aksdal barnehage	12.1
989305026	Asparmarka Fus barnehage AS	16
986933565	Espira Garhaug barnehage	15.9
975322009	Fjellhaug Friluftsbarnehage	15
975321991	Førland barnehage	8
984705972	Førresdalen barnehage	19.8
975308510	Førresfjorden barnehage	14.5
974798999	Nedstrand barnehage	10.4
914094755	Skjoldastraumen Maritime Fus barnehage AS	8.7
975300773	Tysværvåg barnehage	18.5
974617811	Utsira barnehage	4.1
975296938	Bjoa barnehage	2.7
983344267	Imsland barnehage	3.2
973158902	Nausthaugen barnehage AS	6.2
974618176	Sandeid barnehage	11.1
974618192	Skjold barnehage	18.7
974618184	Vats barnehage	10
975296946	Vikebygd barnehage	2.9
992821167	Vikedal Fus barnehage AS	8.8
975308618	Vågen barnehage	10.4
987017422	Ølensjøen Fus barnehage AS	27.1
975300501	Bulandet barnehage	2.8
975297128	Gjelsvik barnehage	5.4
975309878	Holmedal barnehage	4
875300512	Nipa barnehage	5.8
975268039	Røverompa barnehage	14.6
975296571	Stongfjorden barnehage	2.4
975309711	Flåm barnehage	5.9
974190079	Spiren Gardsbarnehage Sa	2.9
875298992	Vangen barnehage	9
975309649	Fjordtun Oppvekstsenter Avd barnehage	2.7
975309673	Sagatun barnehage	11.6
986647406	Davik Oppvekst Barnehage	4.1
974592126	Kalvåg Oppvekst Kalvåg Barnehage	5.6
974592118	Kolset Oppvekst Barnehage	2.2
974592096	Stasjonen barnehage	7.4
974592088	Svelgen Oppvekst Langeneset Barnehage	6.2
874592072	Svelgen Oppvekst Svelgen Barnehage	7.5
874592102	Ålfoten Oppvekstsenter Barnehage	2.3
987070862	Fossebaken Familiebarnehage	1.1
873458232	Gjerdane barnehage	9.6
975325563	Golvsengane barnehage	30.4
989097296	Haugen barnehage	3
973730894	Kjølsdalen Montessoribarnehage Sa	7.9
975296075	Læringsverkstedet Eid barnehage AS	16
980789985	Nøtteliten Familiebarnehage	1.1
990462909	Snøkrystall AS	3.8
975315460	Stårheim barnehage	6.3
987463902	Elvetun barnehage AS	8.5
975309843	Flekke barnehage	4.2
975320219	Guddal barnehage	1.6
875309862	Våge barnehage	5.6
975295362	Yksnebjør barnehage	16.2
973811266	Bergsmovg Familiebarnehage Vigdis Midtbø	1.2
976674286	Brandsøy barnehage	3.3
975309266	Dalvegen barnehage	6
975309274	Eikefjord barnehage	10.5
972398888	Furuhaugane barnehage Sa	13.6
975309282	Havreneset barnehage	12.8
975309304	Krokane barnehage	18.5
975309339	Nepjarhaugen barnehage	6
975325482	Nyheimvegen barnehage	6
975309347	Solheim barnehage	2.5
976674294	Stavang barnehage	1.6
975309363	Steinhovden barnehage	2
975309371	Storevatn barnehage	15
991424806	Sørstrand Maritime Fus barnehage AS	15
982384923	Torvmyrane barnehage	15
990577196	Førde Familiebarnehage Avd Slåttebøen 33	2.8
975309908	Halbrend barnehage	12
975321711	Hatlehaugen barnehage	9.2
993400394	Holsen Skule og barnehage Avd Barnehage	7
990129916	Karstad Skule Avdeling Barnehage	2.6
973458140	Nærleiken barnehage	21.5
972239747	Prestebakken barnehage	10.4
975309924	Slåttebakkane barnehage	9
975309916	Solsida barnehage Avd Haugum	9
975144119	Solsida barnehage Avd Toene	9
974857561	Solvang barnehage	13.8
987128321	Sunde barnehage	12
873448792	Tusenfryd barnehage	12.4
975309932	Vie barnehage	18
987973420	Viebøen barnehage Sa	14.1
973449192	Vieåsen barnehage	12
995667541	Ytre Hafstad barnehage	12.7
973337238	Bygstad barnehage	12.2
973337890	Sande barnehage	25.3
973351184	Viksdalen barnehage	2.6
972153621	Austrheim barnehage	6.8
893129472	Bakkelidgrenda barnehage Else Lundestad Bakkelid	4.3
995622572	Breim barnehage	17
875310062	Hyen barnehage	2.8
975310078	Mona barnehage	18.3
983650317	Nordstranda barnehage	7.7
994215574	Nygård barnehage AS	6
973546007	Rygg barnehage Sa	7.8
975309401	Brekke barnehage	6.1
976674359	Byrknes barnehage	4.3
875309412	Dalsøyra barnehage	8
975309436	Eivindvik barnehage	10.2
974542412	Hornindal barnehage	5.5
998696666	Tunåsen barnehage AS	6.2
999321321	Hyllestad barnehage	12.2
975309495	Bjordal barnehage	2.1
975309509	Hjetland barnehage	12.5
975268012	Kyrkjebø barnehage	9.5
975268020	Lavik barnehage	4.8
973971735	Olderdalen barnehage	12.9
975309606	Vadheim barnehage	3.1
973168630	Langhaugane barnehage	14.6
975309886	Skei barnehage	12.1
973458116	Stardalen barnehage Sa	2.7
973489348	Vassenden barnehage Sa	8.8
973458124	Ålhus barnehage Sa	3
973458108	Årdal barnehage	2.2
992838787	Askedalen barnehage AS	8.6
975321738	Henjahaugane barnehage	9.4
875309692	Nybø barnehage	8.7
975318036	Gamlestova barnehage	11
975309797	Gaupne barnehage	20.2
975309800	Hafslo barnehage	10
975321363	Indre Hafslo Oppvekstsenter Avd Barnehage	6
975318044	Jostedal Oppvekstsenter Avd Barnehage	4
975309819	Luster Oppvekstsenter Avd Barnehage	5
975318052	Skjolden Oppvekstsenter Avd Barnehage	3
975321371	Solvorn Oppvekstsenter Avd Barnehage	2.8
993106631	Veitastrond barnehage	2.4
875309722	Borgund barnehage	2.8
975317366	Lærdalsøyri barnehage	15
975309959	Lunden barnehage	16.1
997010345	Naustdal Idrettsbarnehage AS	20.6
975036499	Vevring barnehage	2.4
975309991	Flatraket barnehage	6.8
975314626	Leikvang barnehage	8.4
975310000	Selje barnehage	10
975309657	Fjærland Oppvekstsenter Avd Barnehage	2
975317382	Furuli barnehage	15.9
988027014	Kjørnes barnehage	12.7
974554364	Kyrkjebakken barnehage	12.6
975309703	Notsete barnehage	5.7
973449699	Rones barnehage	17.1
979579829	Sogndal Studentbarnehage	10.2
973352350	Stedje barnehage	14.8
975317390	Ylvisåker barnehage	10
974614499	Sollund barnehage	8.7
977057736	Loen barnehage	10.1
973383523	Nordsida barnehage	5
973357484	Olden barnehage	9.8
975178706	Oppstryn barnehage	3.5
983179738	Rand barnehage	3.1
972291188	Stryn Bedriftsbarnehage AS	10.6
975310094	Tonning barnehage	22.1
991440968	Vikalida barnehage	15.9
987761636	Vikane barnehage Avd Utvik	4
981098641	Feios barnehage	3.6
981098692	Fresvik barnehage	2.1
982748054	Valsvik barnehage	2
975309630	Vangsnes barnehage	3
975295338	Vik barnehage	19
973348892	Fjordly barnehage	6.4
975309967	Holvik barnehage	4.9
884521262	Skarevik barnehage Sa	13.6
975309975	Skavøypoll barnehage	16.8
975325547	Skramsmarka barnehage	10.6
982271371	Trollskogen barnehage Sa	17.7
975315398	Einehaugen barnehage	12
975295346	Farnes barnehage	9
976974328	Haugane barnehage	8
975309762	Uravegen barnehage	9
975295354	Ve barnehage	9
975309789	Årdalstangen barnehage	8
975297101	Falkåsen barnehage	6
916311508	Falkåsen barnehage Avd Lyngbakken	5
998010942	Grashoppa barnehage	10.4
987914637	Grashoppa Åpen barnehage	0.3
987130008	Grasmyr barnehage	13.8
996566528	Læringsverkstedet barnehage Avd Marthas Hage barnehage	19
975307158	Nustad barnehage	16.5
972286419	Rønholt barnehage	9.9
984684134	Solstua Kulturbarnehage AS	7.4
985488886	Stokkevannet barnehage Sa	10.5
975295516	Sundby barnehage	10
973494597	Tirilltoppen barnehage	10.9
975307166	Uksodden barnehage	10
975323153	Bøhamna barnehage	7
995695723	Folkestad barnehage	15.1
975315770	Gullbring barnehage	11.9
973549529	Maurtuva barnehage Sa	15.5
986154086	Sandvoll barnehage Drift AS	12.4
873796162	Studentsamskipnaden i Sørøst-Norge Veslekroa Studentbarnehage	8
976825578	Heirekshaug barnehage	24.8
979525222	Kroken barnehage	14.8
975317323	Tørdal barnehage	3.7
974562618	Fyresdal barnehage	11.8
875317962	Hjartdal barnehage	6
975307220	Sauland barnehage	8.8
975317978	Tuddal barnehage	4.4
973470035	Frydensborg Gård barnehage AS	8.9
979781695	Hellekirken barnehage	10
975321681	Kalstad barnehage	6
975307174	Levangsheia barnehage	4.6
979525079	Rømerverven barnehage	8.8
975325091	Sannidal barnehage	13.6
975295532	Siritun barnehage	12
973791516	Skåtøy barnehage	1.8
975909697	Solsikke barnehage	6.1
973501372	Trekanten barnehage	9
994394215	Årø barnehage	11.6
875307282	Brunkeberg Oppvekstsenter Avd Barnehage	6.4
975296377	Kviteseid barnehage	10.2
975307301	Straumsnes Oppvekstsenter Avd Barnehage	3.8
998491959	Felle barnehage	4.2
975315037	Kyrkjebygda barnehage	5.3
973803956	Treungen barnehage	9.5
987374950	Treungen barnehage Avdeling Haugsjåsund	4.6
890686052	Fagerli barnehage	15.6
973795120	Helgen barnehage	5.3
974608677	Herregårdshavna barnehage	17.1
974608723	Skoemyra barnehage	8.5
974608669	Sluseparken barnehage	12.9
885155162	Svenseid barnehage	7.2
911724782	Betania barnehage AS	6.7
874890952	Betesda barnehage	4.1
975307085	Gransherad barnehage	5.6
975856011	Idea Kompetanse AS Avd barnehage Notodden	14.5
973716492	Kattekleiv barnehage	6.7
888169482	Mari Beitnes	1
972239968	Meaksmoen barnehage	11.3
974156261	Nlm Barnehagene AS Avd Tinnesmoen Barnehage	20.4
975325083	Rygi barnehage	11.5
987744502	Sentrumskolen Åpen barnehage	0.2
975295230	Solhaug barnehage	10.6
975849236	Studentsamskipnaden i Sørøst-Norge Sætreåsen Studentbarnehage	8
991418784	Sætrebo barnehage	10.2
975307123	Toppen barnehage	9.8
986618066	Trolldalen Gårdsbarnehage	4.4
973489259	Villamoen barnehage	10.5
891690762	Borgeenga barnehage	21.8
975320723	Brattås barnehage	10
981080386	Brevik Oppvekstsenter Avd Barnehage	13
985773017	Eplehagen Barnehagen	12.9
991673903	Flåtten barnehage	16
975306992	Frednes barnehage	7.5
975307069	Grep Rønningen barnehage	18
883641892	Heistadskolene Avd Marihøna Spesialavdeling	2.6
