Organisasjonsnummer	Barnehageenhetnavn	2017.Alle eierformer.0 år	2017.Alle eierformer.1 år	2017.Alle eierformer.2 år	2017.Alle eierformer.3 år	2017.Alle eierformer.4 år	2017.Alle eierformer.5 år
990006598	Haslerud Natur Familiebarnehage Are Dammann	0	0	2	1	6	1
998380537	Heia barnehage	0	25	33	23	41	25
974180871	Hellvik Barnehage, Hakkespettlia Sa	0	2	7	3	6	9
985820449	Hestehoven Familiebarnehage	0	1	3	0	0	0
911565684	Hind Herred AS	0	2	6	0	0	0
975301753	Kongleveien barnehage	0	16	19	25	34	29
984680937	Lilleengen Familiebarnehage	1	2	7	0	4	3
890705952	Mosseliten Familiebarnehage Hege Frøyland	0	2	2	0	0	0
979835272	Munkestien barnehage	0	30	27	14	15	14
875301772	Oksval barnehage	0	6	11	11	15	19
974288346	Salamanderskogen barnehage Sa	0	6	3	4	3	5
872332022	Sletta barnehage AS	0	1	5	2	5	2
973076922	Solsikken Steinerbarnehage	0	8	9	22	16	18
988538744	Startgropa barnehage AS	0	6	12	9	10	10
975301788	Sunnhagen barnehage	0	6	16	13	19	12
975315843	Vestsiden barnehage	0	7	7	12	8	6
975317587	Bjertnes barnehage	0	4	9	9	15	12
986948260	Espira Snurrefjellet barnehage	1	15	22	10	16	16
974892170	Fortet Naturbarnehage Fredriksen	0	0	1	5	6	9
975028925	Glittre barnehage	1	5	7	7	3	5
986767576	Gnisten barnehage Sa	0	10	14	10	12	14
985314462	Hundremeterskogen barnehage Sa	0	11	20	13	21	17
991796177	Industriveien Fus barnehage AS	1	15	18	8	13	16
995535637	Kruttverket Fus barnehage AS	0	13	16	13	23	25
995619946	Læringsverkstedet barnehage Avd Haugeråsen	1	18	10	14	22	13
996968529	Læringsverkstedet barnehage Avd Skytta	0	10	14	11	10	21
992810971	Læringsverkstedet barnehage Avd Slattum	1	14	17	14	20	10
973382462	Maristua barnehage Sa	0	1	5	4	3	5
975301990	Mortetjern barnehage	0	6	9	8	13	15
975302008	Nygård barnehage	0	5	13	14	19	13
984422490	Parken barnehage Ans	1	3	6	1	1	2
890721672	Rotnes Fus Kulturbarnehage AS	0	14	16	17	21	19
982701112	Sinoberbarnehagene AS	0	12	14	7	14	12
972333239	Skyset Fus barnehage AS	2	11	10	7	8	9
973469274	Solstua barnehage AS	0	0	2	7	7	9
980529398	Steinrøysa Andelsbarnehage Sa	1	6	11	7	13	14
974460335	Stubben barnehage Sa Avd Nyveien	1	2	7	7	9	8
988215651	Stubben barnehage Sa Avd Velveien	1	5	9	6	8	10
973501054	Sørliveien barnehage Sa	0	4	6	5	4	7
975302024	Tøyen barnehage	0	6	8	12	9	9
973489186	Tøyenåsen Barnehagen	0	10	12	9	14	5
984468369	Varingskollen barnehage Sa	3	14	17	27	16	27
975295737	Åneby barnehage	0	7	11	10	8	10
974579596	Augestad barnehage Avd Tårnåsen	0	0	0	3	5	10
974579766	Augestad barnehage Avd Øståsen	0	6	6	13	9	14
974579510	Bråten barnehage	1	7	7	7	13	13
991120017	Ekornrud barnehage	0	17	22	14	17	19
987387084	Gimleveien barnehage	0	11	12	17	11	18
975316823	Greverudlia barnehage	0	4	14	3	6	8
897621452	Hareveien barnehage	1	10	23	17	16	23
974579669	Haukeliveien barnehage	0	13	10	15	11	10
974579529	Hellerasten barnehage	0	11	10	10	12	14
974579677	Holberg barnehage	0	11	10	9	12	9
874579602	Ingierkollen barnehage Avd Ingieråsen	0	6	8	4	6	7
974179229	Ingierkollen barnehage Avd Kantor	0	5	11	5	6	8
985256616	Kapellveien barnehage	0	10	14	18	11	13
988081035	Kolbotn barnehage Avd Liaveien	0	2	2	4	5	0
974579626	Kolbotn barnehage Avd Skolebakken	0	3	10	11	11	13
974579642	Mellomåsen barnehage	0	12	9	10	12	13
974579650	Nordåsveien barnehage	0	10	12	12	10	14
976603079	Rikeåsen barnehage Sa	0	7	16	10	10	16
973598104	Rognebærlia barnehage	0	12	11	11	7	15
989767305	Slåbråten barnehage	0	5	15	14	14	14
981626257	Sofiemyråsen barnehage Sa	0	2	17	14	18	12
974197901	Svartskog Friluftsbarnehage Sa	0	3	1	2	3	1
974579537	Sætreskogen barnehage	0	8	12	15	12	15
974183129	Trolldalen barnehage Avd Trollåsen	1	10	5	5	6	3
974579588	Trolldalen barnehage Avd Vassbonn	0	6	10	10	8	14
974579634	Tømteveien barnehage	1	13	10	9	6	11
973598112	Vestliveien barnehage	0	11	12	13	8	15
974579618	Vestre Greverud barnehage Avd Flåtestadveien	0	7	8	11	9	14
875301322	Vestre Greverud barnehage Avd Toppenhaug	0	0	0	3	6	4
974579545	Ødegården barnehage	1	21	21	19	13	8
989962655	Bjørnehi Private Familiebarnehage Igbale Hasani	0	3	5	0	0	0
913988833	Blystadlia barnehage	0	8	6	12	12	13
984035179	Blåbærgrenda barnehage	0	10	13	15	15	19
974586576	Elgen barnehage	0	12	12	13	10	12
818722192	Espira Tristilbakken barnehage	0	15	16	13	5	10
992818727	Heimen barnehage	0	14	13	16	12	10
992336943	Hektneråsen Fus barnehage AS	1	24	21	24	24	22
974586584	Lilleborg barnehage	0	14	14	13	13	14
974586568	Løvenstad barnehage	0	10	11	22	13	10
974586606	Løvlia barnehage	1	10	9	19	17	14
972517038	Petrine barnehage	0	5	8	7	10	11
874586552	Sannum barnehage	0	14	14	16	23	27
987067276	Smedstadtoppen barnehage Ba	0	13	15	17	18	30
872215492	Tangen barnehage Sa	0	8	6	7	8	5
991298207	Tomter Fus barnehage AS	1	10	9	12	11	16
988860298	Torva barnehage	0	12	15	14	15	16
990259909	Østre Strøm Fus barnehage AS	0	14	16	21	16	14
973608770	Asak Kommunal barnehage	1	10	14	18	19	18
984134274	Bitteliten Familiebarnehage Trine Dahl	1	2	5	0	0	0
973609009	Breidablikk Kommunale barnehage	0	7	11	14	22	18
984255012	Brånåstoppen Fus barnehage	3	10	20	20	17	14
991542221	Bråtejorde barnehage	0	18	28	28	28	26
977066026	Espira Kunnskapsbyen barnehage	0	24	22	32	32	23
984914598	Furulund barnehage	1	15	15	11	13	14
974555824	Hagan barnehage	0	5	13	11	12	13
988735248	Hakkebakkeskogen Familiebarnehage Elisabeth Borgersen	0	1	1	1	1	0
973484532	Holthagen barnehage	1	12	15	13	9	11
982251672	Hundremeterskogen Familiebarnehage	0	3	1	0	0	0
994939564	Kanutten Familiebarnehage Bremnes	0	3	1	0	0	0
974555832	Kjeller barnehage	0	27	27	30	26	42
995107716	Knerten Familiebarnehage	0	1	3	0	0	0
974555840	Korshagen Kommunale barnehage	0	10	9	17	25	18
991552758	Kragerud barnehage AS	0	12	13	14	9	16
984723628	Lahaug Gårds- og Naturbarnehage AS	1	4	4	6	3	9
980840034	Lille Krabat Familiebarnehage Avd Kjeller	0	4	4	0	0	0
984403569	Lillehagen Fus barnehage AS	0	13	16	17	21	20
973608851	Lillestrøm barnehage	0	9	13	20	16	17
992366389	Linbråten barnehage	0	9	46	41	38	35
884815452	Løvehjerte Fus barnehage AS	0	10	18	21	21	20
973608800	Melby barnehage	0	7	11	16	22	16
973608843	Måsan barnehage	0	10	8	13	11	12
973065815	Noas Ark barnehage	0	4	5	6	5	7
984896212	Portveien Familiebarnehage AS	0	2	6	0	0	0
988529036	Riisløkka barnehage	6	22	47	44	39	35
992763809	Sagelva barnehage	1	20	29	25	23	24
987801638	Sesam Familiebarnehage Avd. Pelikan Naziha Nouri	0	2	1	0	0	0
988180866	Skolsegglia Fus barnehage AS	6	7	21	19	13	15
979586701	Solhaug barnehage	0	8	8	11	14	15
988835625	Stalsberg Familiebarnehage Tott	0	1	3	0	0	0
989012037	Sten-Tærud barnehage	3	19	21	20	19	20
974555859	Strømmmen Kommunale barnehage	0	8	11	20	27	25
999386725	Svanen Familie barnehage Mahnaz Hosseini	1	2	1	0	0	0
983759823	Sølepytten barnehage AS	0	0	2	5	3	6
972215481	Toppen barnehage	0	13	15	13	16	11
973608746	Tæruddalen barnehage	0	6	5	9	11	12
973608835	Uglebakken barnehage	0	7	11	12	15	15
973065807	Valstadtoppen Korttidsbarnehage	0	0	3	9	3	3
876503212	Varden Priv barnehage	4	7	12	9	8	17
980470865	Vardeåsen Nærmiljøsenter Avd Barnehage	0	10	20	10	16	17
974555867	Vestvollen barnehage	1	6	14	11	9	10
973608797	Volla barnehage	0	6	10	19	19	26
973608827	Åsenhagen barnehage	0	6	8	10	10	16
991647597	Bakkebygrenda barnehage	7	4	3	6	10	8
973595202	Bjørkekroken barnehage	0	12	11	13	3	8
974593742	Bøleråsen barnehage	0	8	10	9	14	6
987861649	Dalstunet barnehage	0	14	14	13	10	12
974593777	Dynamitten barnehage	0	9	8	12	10	14
915634494	Finstadbekken barnehage	1	15	12	18	10	20
983267181	Hebekkskogen barnehage	0	14	14	18	15	15
974156245	Hoelshytta barnehage	0	2	4	5	4	9
974156253	Jettegryta barnehage	0	5	5	5	5	6
874593672	Kråkstad barnehage	0	9	26	29	19	25
992788763	Langhus barnehage	1	12	14	30	25	26
974503913	Maurtua barnehage AS	0	7	5	7	5	6
874593702	Nordre Finstad barnehage	1	7	12	11	14	15
972285501	Rosenlund barnehage	0	14	14	13	13	9
974593459	Siggerud barnehage	1	12	16	13	18	18
891392362	Siggerud Gård barnehage	0	10	11	17	12	14
984649630	Ski Familiebarnehage	0	2	2	0	0	0
995086476	Ski Familiebarnehage Hundremeterskogen	2	2	4	0	0	0
974593432	Skoghus barnehage	1	10	14	19	13	19
973595199	Skoglia barnehage	0	13	10	11	16	9
917434077	Skotbu barnehage	0	10	5	6	8	7
974593750	Smedsrud barnehage	1	13	9	18	8	18
974195135	Spilloppen barnehage	0	0	6	5	3	10
986927301	Trollskogen barnehage	1	15	16	13	16	18
974593661	Tussestien barnehage	0	5	15	16	13	11
974593424	Vestråt barnehage	1	10	17	16	18	20
911955091	Vestveien barnehage	0	2	15	8	14	14
977556791	Vevelstadsaga barnehage Sa	0	11	13	16	15	19
974593467	Vevelstadåsen barnehage	0	6	8	11	6	19
888839542	Villenga barnehage	0	15	15	18	21	21
974593440	Øvre Hebekk barnehage	0	10	15	16	8	16
987244550	100-Meterskogen	1	0	3	3	2	1
984168160	Brusletta barnehage Sa	2	10	16	16	15	9
992301872	Camembert'N Kanvas-Barnehage	0	14	14	16	14	16
880992082	Fjellbovegen barnehage	0	23	25	19	7	16
975301818	Fjuk Oppvekstsenter Avd barnehage	0	12	11	10	13	16
975301826	Frogner barnehage	0	9	13	12	12	16
991679529	Hoppensprett AS Avd Sørum	0	4	10	6	7	7
975295680	Idrettsparken barnehage	0	25	17	26	30	25
979336020	Jensrud Gårdsbarnehage	0	2	2	3	2	1
889639482	Lindeberg Fus barnehage AS	2	12	13	20	15	22
888017852	Lunderåsen Fus barnehage AS	1	14	12	16	16	18
975295699	Nordli barnehage	0	10	21	18	18	24
973484060	Sennerud Fus barnehage AS	1	8	9	10	13	8
979787855	Skarstubben Familiebarnehage Ann-Charlott Slaaen	0	1	4	0	0	0
983835988	Skogkanten barnehage Sa	1	9	18	13	16	12
973480855	Sorknes barnehage	1	10	7	16	10	10
989012088	Sørumsand barnehage	1	16	25	25	21	22
893017992	Vardefjellet barnehage	6	19	20	19	15	23
988320684	Alvheim barnehage	0	7	13	12	14	11
975296555	Bakke barnehage	0	11	11	10	11	11
980472922	Bakkedalen Fus barnehage AS	0	6	11	16	10	15
911723891	Bakkeveien Familiebarnehage	0	0	1	1	2	1
979293194	Barnehage- og Vaktmester- Tjenester AS	0	0	0	4	0	1
987374446	Borgen Fus barnehage AS	1	14	13	9	19	16
992539712	Charlotte Pedersens Familiebarnehag	0	0	1	1	0	3
973481681	Døli barnehage Sa	0	4	7	11	10	11
873511982	Ekornrud Gårds-Familiebarnehage Trine Glitre Skedsmo	1	0	1	3	1	2
976638867	Fladbyseter barnehage	1	5	4	13	8	11
987917261	Gullungen Familiebarnehage	0	3	0	0	4	3
993632252	Hakkebakkeskogen Familiebarnehage	0	1	0	2	2	0
988595314	Hauerseter Friluftsbarnehage	0	8	5	5	9	10
985858713	Hoppensprett Avd Gystad	0	6	10	12	8	12
986916601	Hoppensprett Avd Nordkisa	1	9	18	11	14	12
989118528	Hoppensprett Avd Skogmo	2	12	16	18	16	18
990928525	Hoppensprett Avd Solbakken	2	4	6	18	5	1
991046224	Hoppenspretthallen AS	3	19	14	24	25	26
875268392	Jessheim barnehage	0	3	13	16	18	22
975268403	Kløfta barnehage	1	7	9	13	13	13
991647724	Kløftahallen barnehage	0	6	5	7	9	16
993921890	Kverndalen barnehage	0	2	7	4	7	2
998432847	Læringsverkstedet barnehage Avd Borgen	1	12	9	11	10	9
992769475	Læringsverkstedet barnehage Avd Ekornrud	2	21	23	26	28	27
998439108	Læringsverkstedet barnehage Avd Gystadmarka	1	12	18	18	18	21
992769467	Læringsverkstedet barnehage Avd Nordbymoen	5	9	15	21	17	14
972924768	Læringsverkstedet barnehage Avd Olaløkka	0	2	2	6	7	10
989965646	Læringsverkstedet barnehage Avd Skogmo	0	16	25	34	28	36
991542612	Læringsverkstedet barnehage Avd Solhellinga	0	17	14	15	16	18
988629626	Læringsverkstedet barnehage Avd Verkensveien	2	8	5	10	6	8
992391219	Mamma Mia barnehage AS	1	15	16	31	20	31
984626738	Mogreina barnehage	0	18	24	33	32	24
975292746	Nordby barnehage	2	7	15	11	13	16
987431911	Nordbyhagen barnehage	0	3	6	14	7	12
986344632	Olstadmoen barnehage Sa	2	8	13	10	16	12
984914458	Romsaas barnehage	1	12	12	12	17	18
973501070	Rosenlund Familiebarnehage	0	3	4	1	0	0
979687303	Rosterud Familiebarnehage AS Avd 1	2	0	1	0	4	0
894913592	Rosterud Familiebarnehage AS Avd 2	1	0	1	0	1	0
973501119	Sand Familiebarnehage	1	3	2	2	0	0
988312746	Solstråla Familiebarnehage Irene Lundeby	0	2	3	2	2	2
973826875	Soria Moria barnehage	0	2	2	5	3	2
983353525	Sørholtet Andelsbarnehage	2	12	11	15	20	18
973611976	Tiurkroken barnehage	0	7	7	6	9	11
975301109	Deør barnehage	0	8	12	10	10	17
973594656	Garder barnehage	0	1	7	8	6	11
990065144	Grevlingen barnehage	0	13	15	11	22	19
911717395	Hjertehagen AS	0	1	6	7	1	2
974102226	Hvitsten Naturbarnehage Sa	1	1	6	1	5	4
995994259	Hølen Fus barnehage AS	0	11	10	20	10	21
994914200	Muldvarpen Familiebarnehage	0	2	0	2	0	1
975301656	Pepperstadmarka barnehage	0	18	16	12	17	12
993033898	Risil barnehage	0	9	15	17	20	21
987549912	Skaug Idrettsbarnehage	0	12	7	11	11	6
873512962	Sole Skog barnehage	0	10	8	15	14	13
975301095	Solerunden barnehage	0	14	12	19	20	18
994441116	Solåsen Fus barnehage AS	0	6	15	17	19	21
875211382	Store Brevik barnehage	0	5	12	13	14	14
986170820	Støttumveien barnehage	0	9	8	19	13	12
981974816	Vestby Naturbarnehage Avd Lesteberg	1	8	17	10	12	17
989759345	Vestby Naturbarnehage Avd Son	0	9	5	9	5	6
990664005	Vestby Naturbarnehage Avd Sundbytoppen	1	13	11	13	6	9
989753908	Østbydammen barnehage	0	7	13	19	14	17
984709269	Øståsen barnehage	0	21	12	12	13	14
995078562	Do-Re-Mi Musikk Familiebarnehage	0	1	0	0	0	0
974102382	Dysterlia barnehage Sa	0	5	7	9	10	10
974603470	Frydenhaug barnehage	1	8	17	17	19	13
973486012	Haugtussa Steinerbarnehage	0	8	10	9	9	7
999211240	Kroerbarnehagen Da	0	2	3	1	0	4
987577401	Løvstad Naturbarnehage Sa	0	8	5	11	6	13
887913072	Moerlia barnehage Sa	0	10	9	9	11	15
980462242	Orrestien barnehage AS	0	6	10	16	14	15
979996519	Pingvinen Familiebarnehage Da	0	5	3	0	0	0
980482189	Rustadporten barnehage Sa	2	10	11	11	11	10
974603489	Sagaskogen barnehage Avd Rustadskogen	0	6	6	9	11	7
974603497	Sagaskogen barnehage Avd Sagalund	0	10	10	1	7	7
976015894	Sjøskogen Foreldrelagsbarnehage Da	0	8	7	9	16	20
995613662	Solbergtunet barnehage	1	27	25	32	32	23
980342204	Stiftelsen Kaja barnehage	0	5	10	7	8	8
973489658	Stiftelsen Knerten barnehage	0	1	6	8	9	7
974603179	Søråsteigen barnehage	0	12	17	32	22	28
973500716	Tamburbakken barnehage	0	6	3	12	8	12
974603500	Togrenda barnehage	0	8	8	5	9	3
993266043	Tunveien barnehage	0	7	14	14	19	17
990269548	Vinterbro barnehage	1	15	18	20	12	24
972290920	Åkebakke barnehage	2	10	11	9	8	6
992273178	Alvehetta Fus barnehage	4	9	7	8	11	4
973485458	Askeladden barnehage Friluft, Natur, Omsorg	1	6	10	4	6	7
989727168	Barnehager Sentrum Øst, Gullfakse	0	10	11	7	10	13
989727192	Barnehager Sentrum Øst, Møllers Asyl	0	4	5	6	4	8
985903506	Bjønnes barnehage AS	0	3	3	1	0	4
973464973	Blåklokken barnehage	0	4	7	6	6	4
982401348	Bråstad barnehage AS	0	6	9	8	8	2
973483552	Dalen barnehage	0	6	11	12	12	18
999609775	Drømmevika Naturbarnehage AS	2	7	9	5	8	5
990847924	Durapart AS Avd Moltemyrskogen Barnehage	0	12	12	14	14	20
973502050	Enghaven barnehage AS	0	4	3	5	4	6
914979269	Eplehagen Barnehagen AS	0	7	8	7	9	7
992206365	Espira Myraskogen barnehage	3	18	15	24	23	20
874515132	Grandehagen barnehage AS	0	9	11	7	16	12
983499546	Gullungen barnehage AS	0	4	9	8	8	9
913837355	Hisøy Barnehageenhet, Stemmehagen	0	10	12	7	12	14
988973785	Jovannslia Barnehageenhet, Jovannslia	0	9	3	13	12	11
875307452	Jovannslia Barnehageenhet, Lia	0	5	7	19	15	7
993958808	Kongshavn barnehage Jarl Aanby	0	1	6	0	5	0
986863834	Lille-Strømsbu barnehage Ans	1	2	2	4	2	6
988736686	Lindebakken barnehage AS	0	4	3	5	8	10
997541359	Læringsverkstedet barnehage Avd Eydehavn Naturbarnehage	0	10	15	12	17	20
889554452	Læringsverkstedet barnehage Avd Furukollen	0	8	13	16	14	10
988841641	Læringsverkstedet barnehage Avd Helsviga Naturbarnehage	1	7	7	14	8	11
995063204	Læringsverkstedet barnehage Longum Naturbarnehage	1	8	15	9	7	3
999019102	Læringsverkstedet barnehage Slaabervig Naturbarnehage	0	9	11	11	11	12
890941532	Læringsverkstedet barnehage Tyholmen Naturbarnehage	1	18	19	18	17	13
982918987	Læringsverkstedet Portveien His	2	7	5	8	6	10
973512870	Læringverkstedet Sjiraffen barnehage	0	5	4	5	4	8
986460047	Løvehulen Familiebarnehage Lisbeth Dalen	0	1	2	1	3	3
994862200	Matilda AS Avd Arendal	2	10	13	11	11	14
986632484	Natvigheia barnehage Sa	0	6	8	13	13	14
985796718	Nedenesåsen barnehage AS	0	4	0	4	3	3
914851076	Nidelvåsen barnehage AS	0	5	7	7	7	7
994946811	Noah barnehage AS	1	1	2	3	2	1
979164602	Noas Park barnehage	2	3	6	5	3	6
974798417	Nyli barnehage	2	5	5	9	10	11
990236445	Sandnes barnehage Jarl Aanby	0	4	6	8	3	6
988632260	Skare Familiebarnehage AS	0	2	4	3	1	4
995648512	Skogens Lykke barnehage AS	2	3	2	1	4	7
980564339	Snehvit Familiebarnehage	0	1	1	2	3	3
981472381	Solsikken barnehage AS	0	4	5	7	4	6
995015412	Spornes Gårdsbarnehage AS	0	9	14	9	10	11
996705455	Springkleiv barnehage AS	0	6	4	5	4	7
973810103	St Franciskus barnehage	0	5	5	2	9	3
873464372	Steinerbarnehagen Stjerneglimt	0	6	5	5	8	10
995170108	Stinta Barnehageenhet, Gåsungen	1	6	9	4	12	4
988973718	Stinta Barnehageenhet, Strømsbuåsen	0	8	9	14	18	20
975307468	Strømmen Oppvekstsenter barnehage	0	9	13	16	20	27
890427472	Svalestien barnehage AS	1	1	4	7	3	7
984729235	Trollstubben barnehage AS	1	5	7	9	10	9
975323455	Tromøy Barnehageenhet, Fabakken Avd Karius og Baktus	0	8	12	9	17	13
994955268	Tromøy Barnehageenhet, Fjellvik	0	0	0	5	5	8
975266761	Tybakken barnehage	0	10	7	9	4	15
999274811	Vippa Fus barnehage AS	3	16	19	20	12	7
975300064	Øyestad Barnehageenhet, Engene	0	5	13	10	10	19
975323463	Øyestad Barnehageenhet, Rykene	0	3	7	6	11	9
974183609	Birkeland barnehage	1	5	3	10	6	8
998717884	Birkenes Fus barnehage AS Avd Birkeland	0	7	21	16	9	17
913626826	Birkenes Fus barnehage AS Avd Herefoss	0	4	4	5	5	4
973449400	Engesland barnehage	0	3	2	5	4	2
973458566	Hampehaugen barnehage AS	1	8	18	12	18	12
896025392	Kulturbarnehaven - Grasham	0	6	7	10	10	2
987589507	Natveitåsen barnehage	2	7	9	9	15	15
975307565	Bygland Oppvekstsenter Avd Barnehage	0	3	3	6	6	6
986670947	Byglandsfjord Oppvekstsenter Avd Barnehage	1	2	4	2	9	8
975307581	Bykle barnehage	0	4	3	5	3	6
875307592	Fjellgardane barnehage	0	1	8	4	2	7
973512943	Babuschka barnehage AS	0	1	2	5	4	3
975307557	Hornnes barnehage	0	9	12	18	15	17
875315412	Oddeskogen barnehage	2	17	21	24	21	25
973819356	Blakstadheia barnehage	1	4	13	5	14	17
912664244	Bliksåsen barnehage	0	9	11	12	7	13
974838028	Eikely barnehage	0	16	27	23	18	25
995305097	Froland Musikkbarnehage	1	6	14	11	10	16
912664287	Gårdsbarnehagen Ovelandsneset	0	3	0	2	7	3
974583364	Kringletoppen barnehage	0	1	8	6	6	6
973819364	Mykland barnehage	0	1	2	3	2	4
975307417	Visedal barnehage Avdeling Alvheim	0	2	13	2	12	10
976826485	Visedal barnehage Avdeling Renstøl	0	9	16	9	15	15
982605032	Alven Eventyrbarnehage i Trollvika AS	0	5	3	5	6	2
980128830	Annemorhuset barnehage	2	7	7	6	7	7
990450471	Askeladden Idrettsbarnehage	0	11	21	17	28	23
980925005	Askeladden Tur- og Aktivitetsbarnehage	0	9	17	13	15	21
880424092	Eide barnehage	0	7	16	13	13	14
973337459	Fevik barnehage	0	4	10	12	8	11
998624584	Fjære barnehage AS	2	3	5	6	7	11
982229952	Flatefjell Andelsbarnehage	1	13	16	17	17	19
974548895	Grimstad barnehage	0	5	5	4	4	13
974548909	Hausland barnehage	1	7	10	13	8	15
976844963	Hokus Pokus barnehage Grimstad	2	20	18	24	28	24
992571535	Lille Gull barnehage AS	1	2	0	4	5	7
998250110	Lysthaven Familiebarnehage	0	0	0	0	0	1
981453360	Læringsverkstedet Fevik	1	4	6	4	8	6
996371786	Læringsverkstedet Hasla	1	0	6	5	7	7
993221473	Læringsverkstedet Myråsen	2	15	13	20	20	30
916935153	Matilda Natur- og Teaterbarnehage Avd Egra	0	4	2	7	8	23
987872187	Matilda Natur- og Teaterbarnehage Avd Fuhr	1	13	16	12	8	0
994939610	Maurtua Familiebarnehage Grømheia	0	0	1	0	1	3
989303368	Maurtua Familiebarnehage Grømjordet	1	1	2	0	0	1
987957174	Nyhaven Familiebarnehage	0	1	3	3	2	1
989124986	Regnbuebarna AS	0	4	3	10	10	6
973458507	Resvik barnehage	0	7	5	6	5	5
975830500	Solstrålen barnehage AS	1	4	5	2	9	9
974548925	Storgaten barnehage	0	8	5	9	9	8
989820729	Temseveien barnehage AS	1	7	15	13	12	13
986062777	Tykkåsen barnehage AS	0	5	9	7	6	9
974548917	Tønnevoldskogen barnehage	1	11	9	13	10	14
985004064	Tøra Familiebarnehage V/ingunn Steine	0	1	3	2	1	2
998624630	Vikkilen barnehage AS	2	6	4	2	6	5
973458515	Østerhus barnehage	0	8	10	11	7	13
975307522	Skaiå barnehage	0	7	18	19	20	20
975307530	Vatnestrøm Oppvekstsenter Avdeling Barnehage	0	2	2	4	2	7
990178216	Avigo AS Avd Barnehage	0	9	11	13	11	13
973470078	Bergstø barnehage Sa	0	4	5	7	8	10
995835827	Blåbæråsen barnehage	0	12	12	16	19	19
974187531	Borketun barnehage	0	11	10	12	11	15
974612666	Framsyn barnehage	0	5	15	13	8	15
993018155	Furulunden Familiebarnehage Ans	0	2	5	1	5	2
973479512	Høvåg barnehage	0	2	3	4	4	3
911987392	Læringsverkstedet barnehage Avd Kaldvell	1	9	19	11	12	16
991343474	Møglestu Fus barnehage AS	1	7	17	12	14	22
873502142	Prestholt barnehage	0	6	10	10	15	11
998271959	Tripp-Trapp-Tresko AS	0	4	4	2	6	4
996798836	Veslekollen Gårdsbarnehage	0	6	9	7	6	5
984666837	Villa Snøringsmoen barnehage	0	6	9	12	14	12
973476556	Amandus barnehage Sa	0	3	7	6	7	11
975307360	Fargeskrinet barnehage	0	4	10	7	12	6
973465597	Frydenborg barnehage AS	1	4	11	10	18	12
976668545	Hope Oppvekstsenter Avdeling Barnehage	0	3	5	6	8	4
973458469	Lekeslottet barnehage Risør AS	0	3	8	10	6	9
973502093	Tjenna barnehage AS	0	8	9	11	11	6
873808802	Trollstua barnehage	0	4	9	12	6	4
999103782	Blåbærskogen Naturbarnehage AS	0	2	3	3	2	3
973485431	Bøklia barnehage	0	1	7	3	4	8
973502131	Grotten barnehage	0	2	6	11	5	4
973817493	Knatten barnehage	0	1	4	6	3	2
973817426	Lyngbakken barnehage	0	15	16	15	15	22
990133670	Læringsverkstedet Fjellhulen	1	6	8	2	8	6
973512935	Napen Familiebarnehage	0	2	0	1	2	0
973470205	Sandøya barnehage	1	1	2	2	2	4
976826604	Skriverstua barnehage	0	3	7	6	4	6
974860287	Stormo Familiebarnehage	1	1	1	0	1	1
989342185	Villa Utsikten barnehage	0	2	7	5	2	5
875318012	Hylestad barnehage	0	6	3	2	3	3
973829688	Valle barnehage	1	3	5	3	10	8
992387726	Dyrebo Gårdsbarnehage AS	1	3	2	2	6	8
973512927	Ljøstadsaga barnehage AS	0	7	9	5	3	14
890771262	Vegårshei barnehage Avd Ubergsmoen	1	5	4	4	3	5
975307425	Vegårshei barnehage Avdeling Myra	1	0	9	7	9	9
987535407	Beverborga barnehage	0	6	8	11	11	8
993629138	Dølemo Oppvekstsenter Avd Barnehage	0	0	3	1	4	3
973670786	Klokkargarden barnehage Da	0	7	4	6	6	11
919232420	Mosberg barnehage	0	3	4	1	1	0
976780086	Amicus barnehage	0	5	3	4	6	2
975317684	Aronsløkka barnehage	0	8	14	4	11	16
975306003	Bacheparken barnehage	1	7	15	23	10	13
973335073	Baltazar barnehage	0	3	4	7	4	2
992760877	Bekkevollen barnehage AS	0	15	29	30	15	13
991500766	Bessungen AS	0	7	9	8	7	5
990805466	Bikkjestykket barnehage	0	11	16	16	10	16
